,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.72,1.0,0.19,0.37,0.15,0.67,0.34,0.28,0.24,0.05,0.22,0.31,0.36,0.05,0.97,0.44,0.12,0.76,0.16,0.37
array4j.csv,0.69,1.0,0.29,0.22,0.09,0.68,0.32,0.26,0.14,0.02,0.23,0.23,0.13,0.04,1.0,1.0,0.1,0.79,0.16,0.43
bzbyte.csv,0.74,0.78,0.2,0.38,0.18,0.84,0.29,0.27,0.0,0.04,0.21,0.16,0.24,0.0,0.95,0.0,0.08,0.88,0.0,0.0
capcode.csv,0.74,0.83,0.2,0.44,0.37,0.7,0.27,0.25,0.16,0.06,0.33,0.16,0.18,0.03,0.92,0.77,0.07,0.82,0.13,0.38
fm-classic.csv,0.87,0.93,0.33,0.43,0.12,0.86,0.0,0.0,0.33,0.33,0.2,0.43,0.75,0.25,1.0,0.45,0.0,0.93,0.21,0.0
freenet.csv,0.78,0.92,0.21,0.38,0.19,0.79,0.32,0.26,0.08,0.04,0.23,0.2,0.36,0.02,0.94,0.57,0.12,0.8,0.16,0.39
hannosset.csv,0.59,0.68,0.29,0.38,0.2,0.6,0.27,0.0,0.33,0.0,0.3,0.11,0.0,0.0,1.0,1.0,0.23,0.82,0.13,0.36
haphazard.csv,0.71,0.86,0.0,0.22,0.14,0.67,0.26,0.36,0.0,0.0,0.33,0.15,0.27,0.0,0.94,0.0,0.0,0.81,0.15,0.36
intact.csv,0.81,1.0,0.26,0.5,0.19,0.74,0.48,0.34,0.33,0.03,0.17,0.25,0.62,0.05,0.96,0.22,0.11,0.77,0.18,0.44
ipfire-wall.csv,0.83,0.93,0.06,0.29,0.16,0.82,0.36,0.36,0.17,0.06,0.18,0.23,0.6,0.09,1.0,0.46,0.0,0.9,0.2,0.47
jlinalg.csv,0.73,0.95,0.23,0.37,0.09,0.58,0.24,0.29,0.16,0.06,0.13,0.16,0.38,0.06,0.94,0.54,0.04,0.78,0.16,0.38
nassp.csv,0.85,0.85,0.31,0.0,0.12,0.78,0.26,0.2,0.47,0.25,0.27,0.15,0.55,0.1,0.96,0.57,0.0,0.85,0.36,0.5
ondex.csv,0.67,0.7,0.23,0.17,0.17,0.83,0.34,0.25,0.4,0.05,0.42,0.16,0.41,0.09,0.97,0.51,0.08,0.69,0.29,0.62
optalgtoolkit.csv,0.79,0.7,0.14,0.55,0.21,0.7,0.3,0.25,0.24,0.03,0.18,0.18,0.25,0.07,0.95,0.65,0.06,0.78,0.15,0.36
pustefix.csv,0.79,0.9,0.0,0.35,0.16,0.74,0.28,0.44,0.22,0.03,0.27,0.22,0.52,0.02,0.95,0.4,0.03,0.81,0.14,0.42
soar.csv,0.73,0.81,0.17,0.39,0.18,0.67,0.29,0.27,0.21,0.04,0.2,0.17,0.33,0.05,0.95,0.7,0.08,0.79,0.15,0.34
sqlpower-library.csv,0.86,0.85,0.16,0.82,0.17,0.68,0.33,0.33,0.21,0.06,0.17,0.19,0.33,0.05,0.96,0.57,0.08,0.71,0.17,0.31
super-tux.csv,0.8,1.0,0.19,0.52,0.16,0.67,0.39,0.29,0.26,0.0,0.17,0.19,0.31,0.06,1.0,0.25,0.07,0.77,0.2,0.44
tart.csv,0.89,0.87,0.16,0.5,0.13,0.72,0.32,0.33,0.33,0.08,0.33,0.24,0.33,0.17,0.97,0.45,0.03,0.73,0.25,0.43
web-cat.csv,0.85,0.71,0.16,0.35,0.16,0.7,0.34,0.31,0.22,0.04,0.2,0.19,0.37,0.08,0.99,0.55,0.08,0.72,0.18,0.7
