,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.43,0.25,0.2,0.16,0.21,0.25,0.98,0.48,0.0,0.11,0.46,0.6,0.12,0.1,0.06,0.1,0.5
beast-mcmc.csv,0.57,0.15,0.98,0.23,0.64,0.64,0.33,0.72,0.53,0.47,0.47,0.6,0.21,0.07,0.62,0.58,0.55
bscwweasel.csv,0.16,0.0,0.22,0.97,0.12,0.14,0.05,0.16,0.15,0.09,0.07,0.07,0.09,0.0,0.06,0.13,0.09
codeblocks.csv,0.65,0.15,0.44,0.32,0.63,0.99,0.23,0.86,0.52,0.41,0.4,0.27,0.33,0.04,0.49,0.77,0.49
gamestone.csv,0.3,1.0,0.17,0.11,0.24,0.33,0.26,0.18,0.14,0.18,0.25,0.36,0.13,0.0,0.27,0.5,0.51
iaml.csv,0.62,0.39,0.49,0.2,0.66,0.72,0.26,0.64,0.63,0.69,0.97,0.52,0.27,0.07,0.51,0.65,0.67
jbasic.csv,0.54,0.1,0.42,0.07,0.18,0.48,0.09,0.41,0.46,0.93,0.44,0.29,0.11,0.04,0.24,0.24,0.64
modplug.csv,0.7,0.19,0.44,0.29,0.6,0.73,0.22,0.69,0.8,0.44,0.62,0.48,0.25,0.04,0.51,1.0,0.62
pdfedit.csv,0.67,0.25,0.39,0.24,1.0,0.63,0.19,0.54,0.4,0.68,0.39,0.44,0.12,0.09,0.41,0.55,0.68
redshell.csv,0.67,0.2,0.45,0.24,0.66,0.85,0.21,1.0,0.8,0.66,0.69,0.57,0.24,0.06,0.57,0.81,0.72
sabbu.csv,0.97,0.0,0.48,0.25,0.62,0.54,0.31,0.59,0.51,0.56,0.35,0.62,0.11,0.09,0.39,0.5,0.64
silvertree.csv,0.38,0.22,0.37,0.27,0.62,0.51,0.17,0.71,0.62,0.67,0.55,0.94,0.17,0.04,0.45,0.48,0.7
t-2.csv,0.2,0.07,0.12,0.03,0.5,0.39,0.17,0.3,0.25,0.06,0.48,0.35,0.94,0.06,0.27,0.37,0.16
xinity.csv,0.64,0.15,0.42,0.23,0.45,0.51,0.18,0.57,0.22,0.64,0.56,0.21,0.15,0.04,0.36,0.29,1.0
xreal.csv,0.03,0.0,0.07,0.0,0.0,0.0,0.0,0.08,0.0,0.45,0.0,0.07,0.0,1.0,0.0,0.03,0.0
zabbix.csv,0.64,0.27,0.47,0.17,0.55,0.77,0.25,0.89,0.87,0.63,0.71,0.55,0.21,0.06,0.99,0.72,0.75
zengine.csv,0.67,0.3,0.47,0.26,0.64,0.83,0.23,0.87,1.0,0.74,0.54,0.59,0.22,0.06,0.47,0.79,0.75
