,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.49,0.15,0.2,0.1,1.0,0.67,1.0,0.97,0.0,0.5,0.57,0.48,0.08,0.06,1.0,1.0,0.63
beast-mcmc.csv,0.52,0.11,1.0,0.16,0.62,0.82,0.23,0.96,0.93,0.66,0.75,0.51,0.13,0.04,0.59,0.74,0.68
bscwweasel.csv,0.83,0.0,0.64,1.0,0.6,1.0,0.08,1.0,1.0,0.5,0.62,0.33,0.11,0.0,1.0,0.8,0.67
codeblocks.csv,0.57,0.11,0.45,0.27,0.54,0.99,0.13,0.96,0.75,0.63,0.6,0.26,0.22,0.02,0.37,0.73,0.55
gamestone.csv,0.73,1.0,0.24,0.13,0.75,0.83,0.22,0.9,0.75,0.32,0.63,0.75,0.13,0.0,1.0,0.9,0.73
iaml.csv,0.65,0.25,0.35,0.12,0.59,0.85,0.16,0.96,0.8,0.69,1.0,0.41,0.16,0.04,0.48,0.69,0.58
jbasic.csv,0.47,0.08,0.49,0.14,0.42,0.69,0.09,1.0,0.86,0.95,0.61,0.5,0.09,0.02,0.9,0.67,0.79
modplug.csv,0.6,0.12,0.31,0.18,0.47,0.82,0.12,0.96,0.81,0.4,0.55,0.39,0.15,0.02,0.38,1.0,0.6
pdfedit.csv,0.66,0.25,0.31,0.23,1.0,0.84,0.11,0.97,0.83,0.52,0.52,0.41,0.08,0.05,0.45,0.82,0.69
redshell.csv,0.51,0.12,0.29,0.15,0.49,0.75,0.12,1.0,0.75,0.49,0.57,0.43,0.14,0.03,0.4,0.7,0.61
sabbu.csv,1.0,0.0,0.39,0.17,0.57,0.87,0.24,0.96,1.0,0.47,0.48,0.55,0.07,0.05,0.35,0.67,0.71
silvertree.csv,0.68,0.13,0.29,0.19,0.52,0.81,0.13,0.97,0.77,0.64,0.58,0.96,0.1,0.02,0.67,0.56,0.66
t-2.csv,0.38,0.05,0.17,0.02,0.54,0.63,0.13,0.97,0.6,0.5,0.69,0.38,1.0,0.03,0.29,0.7,0.5
xinity.csv,0.65,0.2,0.31,0.16,0.62,0.86,0.1,0.94,0.71,0.62,0.59,0.31,0.09,0.02,0.31,0.5,1.0
xreal.csv,0.5,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.59,0.0,0.5,0.0,1.0,0.0,0.1,0.0
zabbix.csv,0.52,0.16,0.31,0.1,0.48,0.75,0.15,0.96,0.8,0.48,0.58,0.4,0.12,0.03,1.0,0.66,0.61
zengine.csv,0.56,0.18,0.3,0.15,0.53,0.78,0.13,0.96,1.0,0.61,0.57,0.43,0.12,0.03,0.35,0.7,0.62
