,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.75,0.78,0.85,0.8,0.88,0.88,0.04,0.73,1.0,0.94,0.73,0.66,0.85,0.63,0.97,0.95,0.7
beast-mcmc.csv,0.73,0.82,0.03,0.65,0.53,0.58,0.48,0.66,0.64,0.66,0.67,0.56,0.68,0.62,0.46,0.65,0.64
bscwweasel.csv,0.91,1.0,0.86,0.05,0.93,0.92,0.96,0.91,0.92,0.95,0.96,0.96,0.92,1.0,0.97,0.93,0.95
codeblocks.csv,0.66,0.81,0.6,0.62,0.69,0.03,0.78,0.78,0.73,0.72,0.75,0.92,0.47,0.84,0.91,0.73,0.8
gamestone.csv,0.81,0.0,0.88,0.9,0.86,0.8,0.7,0.93,0.92,0.91,0.85,0.76,0.89,1.0,0.85,0.66,0.65
iaml.csv,0.53,0.42,0.59,0.71,0.57,0.5,0.56,0.72,0.63,0.43,0.06,0.79,0.59,0.77,0.6,0.73,0.94
jbasic.csv,0.86,0.9,0.65,0.95,0.9,0.8,0.92,0.74,0.7,0.11,0.72,0.81,0.88,0.83,0.86,0.87,0.52
modplug.csv,0.62,0.74,0.71,0.54,0.97,0.55,0.93,0.68,0.62,0.86,0.8,0.77,0.65,0.99,0.9,0.0,0.75
pdfedit.csv,0.49,0.76,0.65,0.76,0.0,0.57,0.71,0.68,0.76,0.88,0.78,0.71,0.85,0.54,0.7,0.62,0.57
redshell.csv,1.0,0.9,0.85,0.67,1.0,0.97,0.99,0.0,0.93,1.0,0.91,0.82,0.7,0.91,1.0,0.96,0.89
sabbu.csv,0.05,1.03,0.52,0.63,0.61,0.63,0.6,0.69,0.66,0.8,0.82,0.51,0.91,0.51,0.78,0.76,0.57
silvertree.csv,0.75,0.74,0.68,0.61,0.76,0.68,0.79,0.57,0.69,0.48,0.7,0.08,0.8,0.83,0.67,0.95,0.66
t-2.csv,0.9,0.96,0.92,1.02,0.67,0.87,0.79,0.83,0.91,0.97,0.67,0.77,0.11,0.68,0.86,0.79,0.92
xinity.csv,0.52,0.88,0.66,0.67,0.68,0.66,0.78,0.86,0.88,0.52,0.68,0.88,0.87,0.84,0.84,0.92,0.0
xreal.csv,0.98,1.0,0.96,1.0,1.0,1.0,1.0,0.96,1.0,0.68,1.0,0.96,1.0,0.0,1.0,1.05,1.0
zabbix.csv,0.82,0.72,0.77,0.86,0.77,0.82,0.62,0.77,0.75,0.96,0.89,0.95,0.85,0.72,0.02,0.94,1.0
zengine.csv,0.72,0.63,0.86,0.79,0.73,0.78,0.81,0.9,0.0,0.59,0.71,0.92,1.0,0.94,0.96,0.88,0.92
