,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.41,0.56,0.23,0.44,0.15,0.19,0.97,0.36,0.0,0.07,0.42,0.65,0.28,0.45,0.04,0.06,0.44
beast-mcmc.csv,0.56,0.29,0.98,0.48,0.65,0.55,0.62,0.55,0.42,0.42,0.39,0.67,0.51,0.67,0.66,0.49,0.49
bscwweasel.csv,0.11,0.0,0.17,0.96,0.09,0.1,0.05,0.11,0.1,0.06,0.05,0.05,0.1,0.0,0.04,0.09,0.06
codeblocks.csv,0.64,0.29,0.48,0.45,0.62,0.99,0.57,0.55,0.42,0.34,0.34,0.3,0.66,0.48,0.37,0.6,0.44
gamestone.csv,0.23,1.0,0.17,0.12,0.17,0.25,0.37,0.12,0.1,0.16,0.19,0.28,0.15,0.0,0.18,0.4,0.43
iaml.csv,0.6,0.8,0.7,0.5,0.67,0.63,0.64,0.48,0.54,0.69,0.95,0.53,0.68,0.6,0.56,0.55,0.29
jbasic.csv,0.46,0.14,0.41,0.06,0.14,0.39,0.11,0.31,0.36,0.91,0.38,0.24,0.17,0.23,0.17,0.18,0.57
modplug.csv,0.69,0.41,0.62,0.66,0.2,0.64,0.3,0.53,0.67,0.43,0.52,0.52,0.64,0.28,0.37,1.0,0.54
pdfedit.csv,0.66,0.29,0.53,0.29,1.0,0.53,0.5,0.41,0.3,0.4,0.34,0.49,0.28,0.81,0.41,0.46,0.63
redshell.csv,0.0,0.38,0.46,0.63,0.0,0.13,0.05,1.0,0.29,0.0,0.34,0.51,0.62,0.33,0.0,0.17,0.39
sabbu.csv,0.96,0.0,0.62,0.48,0.64,0.45,0.48,0.45,0.39,0.52,0.31,0.68,0.3,0.61,0.45,0.42,0.6
silvertree.csv,0.3,0.55,0.49,0.49,0.57,0.41,0.27,0.57,0.52,0.68,0.52,0.93,0.46,0.23,0.39,0.37,0.63
t-2.csv,0.17,0.14,0.11,0.06,0.49,0.31,0.27,0.21,0.19,0.04,0.41,0.35,0.91,0.44,0.29,0.29,0.12
xinity.csv,0.64,0.15,0.6,0.44,0.39,0.41,0.52,0.4,0.16,0.64,0.52,0.19,0.43,0.23,0.41,0.23,1.0
xreal.csv,0.02,0.0,0.06,0.0,0.0,0.0,0.0,0.05,0.0,0.41,0.0,0.05,0.0,1.0,0.0,0.02,0.0
zabbix.csv,0.5,0.63,0.59,0.46,0.53,0.51,0.66,0.57,0.61,0.21,0.37,0.24,0.47,0.61,0.98,0.28,0.0
zengine.csv,0.61,0.7,0.45,0.57,0.6,0.57,0.52,0.38,1.0,0.75,0.51,0.33,0.0,0.24,0.25,0.39,0.3
