,sabbu.csv,gamestone.csv,beast-mcmc.csv,bscwweasel.csv,pdfedit.csv,codeblocks.csv,badtrinitycore.csv,redshell.csv,zengine.csv,jbasic.csv,iaml.csv,silvertree.csv,t-2.csv,xreal.csv,zabbix.csv,modplug.csv,xinity.csv
badtrinitycore.csv,0.43,0.77,0.29,0.58,0.0,0.23,0.0,0.25,0.0,0.06,0.4,0.63,0.4,0.19,0.0,0.0,0.38
beast-mcmc.csv,0.63,0.33,0.0,0.35,0.42,0.33,0.26,0.5,0.08,0.18,0.15,0.49,0.47,0.59,0.3,0.38,0.35
bscwweasel.csv,0.02,0.0,0.03,0.0,0.05,0.0,0.07,0.0,0.0,0.05,0.03,0.06,0.09,0.04,0.0,0.04,0.04
codeblocks.csv,0.61,0.31,0.2,0.15,0.65,0.03,0.77,0.75,0.42,0.17,0.27,0.57,0.32,0.74,0.88,0.71,0.58
gamestone.csv,0.07,0.0,0.16,0.09,0.05,0.13,0.15,0.25,0.08,0.26,0.12,0.06,0.11,0.09,0.0,0.08,0.23
iaml.csv,0.33,0.4,0.56,0.51,0.51,0.33,0.47,0.5,0.42,0.29,0.0,0.74,0.54,0.77,0.4,0.62,0.92
jbasic.csv,0.78,0.21,0.14,0.04,0.16,0.49,0.11,0.0,0.17,0.05,0.3,0.14,0.19,0.23,0.01,0.17,0.23
modplug.csv,0.59,0.4,0.68,0.45,0.95,0.44,0.92,0.5,0.58,0.7,0.74,0.66,0.61,0.91,0.88,0.0,0.65
pdfedit.csv,0.37,0.12,0.43,0.12,0.0,0.28,0.52,0.25,0.17,0.88,0.38,0.49,0.4,0.54,0.3,0.21,0.46
redshell.csv,1.0,0.87,0.85,0.62,1.0,0.97,0.99,0.0,0.92,1.0,0.9,0.8,0.67,0.91,1.0,0.96,0.88
sabbu.csv,0.0,0.25,0.36,0.31,0.53,0.18,0.18,0.38,0.0,0.74,0.4,0.43,0.56,0.32,0.55,0.46,0.38
silvertree.csv,0.13,0.63,0.44,0.27,0.72,0.26,0.21,0.38,0.5,0.38,0.51,0.03,0.6,0.22,0.11,0.75,0.62
t-2.csv,0.24,0.38,0.16,0.37,0.4,0.49,0.21,0.12,0.33,0.03,0.22,0.37,0.0,0.33,0.43,0.25,0.15
xinity.csv,0.37,0.08,0.57,0.3,0.21,0.18,0.67,0.62,0.17,0.38,0.5,0.26,0.69,0.25,0.61,0.46,0.0
xreal.csv,0.02,0.02,0.07,0.01,0.02,0.0,0.0,0.0,0.08,0.24,0.0,0.03,0.0,0.0,0.02,0.38,0.0
zabbix.csv,0.8,0.71,0.76,0.76,0.67,0.79,0.57,0.75,0.75,0.95,0.89,0.94,0.83,0.69,0.0,0.92,1.0
zengine.csv,0.7,0.62,0.86,0.79,0.7,0.77,0.81,0.88,0.0,0.59,0.51,0.91,1.0,0.94,0.93,0.88,0.92
