,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.62,0.38,0.45,0.98,0.62,0.76,0.62,0.56,0.6,0.58
flylegacy.csv,0.49,0.58,0.38,0.47,0.43,0.93,0.44,0.39,0.46,0.5
jguard.csv,0.51,0.42,0.37,0.41,0.34,0.69,0.44,0.31,0.45,0.56
m-a-d-n-e-s-s.csv,0.56,0.38,0.38,0.55,0.62,0.5,0.43,0.58,0.65,0.6
mob-sen-plat.csv,0.49,0.36,0.7,0.65,0.64,0.48,0.75,0.5,0.58,0.57
raygina.csv,0.58,0.73,0.53,0.61,0.62,0.61,0.52,0.42,0.55,0.88
st-filteredstatistics.csv,0.33,0.53,0.34,0.38,0.29,0.39,0.36,0.34,0.42,0.42
upp-mirror.csv,0.42,0.8,0.38,0.57,0.45,0.63,0.5,0.47,0.47,0.58
wishmaster.csv,0.76,0.46,0.44,0.84,0.37,0.78,0.92,0.5,0.71,0.82
yarp.csv,0.67,0.89,0.44,0.69,0.94,0.62,0.8,0.67,0.7,0.64
