,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.82,0.85,0.82,0.07,0.77,0.83,0.85,0.76,0.82,0.89
flylegacy.csv,0.97,0.83,0.05,0.64,0.65,0.82,0.85,0.71,0.66,0.88
jguard.csv,0.77,0.73,0.75,0.76,0.82,0.03,0.76,0.71,0.53,0.8
m-a-d-n-e-s-s.csv,0.75,0.63,0.43,0.75,0.68,0.82,0.64,0.63,0.08,0.75
mob-sen-plat.csv,0.89,0.06,0.86,0.84,0.82,0.67,0.91,0.71,0.64,0.64
raygina.csv,0.04,0.73,0.68,0.76,0.77,0.86,0.7,0.64,0.48,0.85
st-filteredstatistics.csv,0.61,0.61,0.76,0.68,0.63,0.65,0.63,0.03,0.53,0.63
upp-mirror.csv,0.54,0.85,0.59,0.69,0.03,0.72,0.62,0.58,0.46,0.73
wishmaster.csv,0.93,0.62,0.55,0.77,0.62,0.88,0.07,0.86,0.91,0.67
yarp.csv,0.61,0.79,0.62,0.7,0.82,0.73,0.98,0.77,0.56,0.0
