,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.44,0.91,0.62,0.93,0.5,0.37,0.29,0.46,0.36,0.72
flylegacy.csv,0.52,0.42,1.0,0.86,0.88,0.2,0.79,0.64,0.72,0.84
jguard.csv,0.52,0.79,0.81,0.67,0.73,0.97,0.64,0.85,0.68,0.36
m-a-d-n-e-s-s.csv,0.28,0.7,0.63,0.41,0.36,0.6,0.43,0.41,0.92,0.28
mob-sen-plat.csv,0.44,0.97,0.33,0.24,0.3,0.6,0.14,0.46,0.52,0.44
raygina.csv,0.96,0.27,0.46,0.33,0.3,0.2,0.43,0.49,0.6,0.16
st-filteredstatistics.csv,0.8,0.39,0.78,0.6,0.72,0.5,0.57,0.97,0.6,0.56
upp-mirror.csv,0.72,0.15,0.57,0.39,0.98,0.3,0.64,0.44,0.72,0.56
wishmaster.csv,0.2,0.58,0.7,0.26,0.66,0.2,0.93,0.49,0.2,0.36
yarp.csv,0.44,0.21,0.54,0.37,0.19,0.43,0.07,0.33,0.52,1.0
