,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.68,0.56,0.6,0.94,0.49,0.64,0.58,0.4,0.59,0.53,0.52,0.47,0.69,0.13
elateportal.csv,0.37,0.52,0.61,0.69,0.72,0.62,0.37,0.66,0.5,0.49,0.0,0.61,0.36,1.0
gdis.csv,0.13,0.52,0.49,0.78,0.64,0.69,0.66,0.68,0.7,0.73,1.0,0.55,0.53,0.17
gzigzag.csv,0.37,0.1,0.94,0.0,0.12,0.57,0.18,0.11,0.13,0.0,0.13,0.19,0.25,0.0
icescrum.csv,0.6,0.55,0.48,0.32,0.43,0.52,0.48,0.11,0.29,0.29,0.64,0.17,0.99,0.09
jguard.csv,0.0,0.4,0.69,0.0,0.98,0.64,0.13,0.53,0.61,0.46,0.3,0.48,0.69,0.96
jitterbit.csv,0.54,0.94,0.45,0.35,0.12,0.48,0.45,0.49,0.35,0.29,0.24,0.48,0.56,0.29
jython.csv,1.0,0.61,0.56,0.52,0.51,0.62,0.11,0.64,0.57,0.39,0.13,0.67,0.41,0.17
personalaccess.csv,0.27,0.55,0.59,0.52,0.4,0.51,0.54,0.62,0.99,0.62,0.61,0.36,0.59,0.43
ppcboot.csv,0.34,0.54,0.42,0.48,0.34,0.57,0.97,0.11,0.41,0.63,0.56,0.25,0.71,0.81
repositorium.csv,0.32,0.38,0.66,0.04,0.24,0.16,0.17,1.0,0.46,0.29,0.6,0.39,0.63,0.78
unbvision.csv,0.91,0.49,0.62,0.27,0.27,0.98,0.47,0.11,0.46,0.29,0.57,0.31,0.49,0.24
wxstudio.csv,0.27,0.42,0.41,0.54,0.49,0.44,0.17,0.43,0.4,0.14,0.39,1.0,0.13,0.49
xbg.csv,0.22,0.11,0.17,0.0,0.04,0.04,0.31,0.11,0.15,1.0,0.09,0.17,0.25,0.02
