,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.88,0.54,0.95,0.55,0.73,0.86,0.0,0.75,0.75,0.95,0.8
gbif-providertoolkit.csv,0.64,0.68,0.71,0.63,0.64,0.46,0.48,0.52,0.65,0.53,0.51
geochat.csv,0.94,0.5,0.5,0.69,0.93,0.45,0.45,0.61,0.75,0.91,0.67
heekscad.csv,0.37,0.53,0.43,0.42,0.39,0.39,0.38,0.73,0.38,0.43,0.53
igarden.csv,0.48,0.62,0.94,0.47,0.93,0.58,0.9,0.91,0.71,0.53,0.9
jstock.csv,0.37,0.46,0.41,0.38,0.5,0.43,0.6,0.55,0.52,0.45,0.66
levent.csv,0.63,0.83,0.0,0.0,0.4,0.48,0.44,0.75,0.0,0.0,0.0
piccolo2d.csv,0.92,0.0,0.71,0.67,0.45,0.48,0.39,0.57,0.82,0.55,0.93
pnotepad.csv,0.4,0.56,0.36,0.31,0.34,0.39,0.43,0.36,0.41,0.44,0.41
trinitycore.csv,0.45,0.48,0.53,0.38,0.72,0.52,0.83,0.48,0.58,0.54,0.95
xcsoar.csv,0.35,0.75,0.37,0.37,0.41,0.4,0.53,0.62,0.46,0.52,0.65
